9300001,58900001,8
9300001,9300010,1
9300001,9300009,2
9300001,51100002,6
9300001,9300008,1
9300001,51100001,6
9300001,9300007,2
9300001,9300002,1
9300001,36800002,10
9300001,36800001,9
9300001,35100004,3
9300001,35100002,5
9300001,35100001,6
9300001,58400002,17
9300001,56300002,17
9300001,58400001,17
9300001,56300001,18
9300001,25000002,11
9300001,25000001,11
9300001,56500001,15
9300001,56500002,15
9300001,42200004,10
9300001,58800001,7
9300001,59000001,4
9300001,9300099,1
9300001,30400001,12
9300001,30600003,3
9300001,30600004,4
9300001,30600001,2
9300001,41100002,7
9300001,30600002,2
9300001,41100001,7
9300001,38800004,15
9300001,14400002,7
9300001,14400001,8
9300001,56400001,14
9300001,39600001,7
9300001,56400002,14
9300001,39600002,8
9300001,44000002,10
9300001,58700002,12
9300001,56400004,16
9300001,44000001,12
9300001,58700001,12
9300002,58900001,8
9300002,9300010,1
9300002,9300009,2
9300002,51100002,6
9300002,9300008,1
9300002,51100001,6
9300002,9300007,2
9300002,9300001,1
9300002,36800002,10
9300002,36800001,9
9300002,35100004,3
9300002,35100002,5
9300002,35100001,6
9300002,58400002,17
9300002,56300002,18
9300002,58400001,17
9300002,56300001,18
9300002,25000002,11
9300002,25000001,11
9300002,56500001,15
9300002,56500002,15
9300002,42200004,10
9300002,58800001,7
9300002,59000001,4
9300002,9300099,1
9300002,30400001,12
9300002,30600003,3
9300002,30600004,4
9300002,30600001,2
9300002,41100002,7
9300002,30600002,2
9300002,41100001,7
9300002,38800004,15
9300002,14400002,7
9300002,14400001,8
9300002,56400001,14
9300002,39600001,7
9300002,56400002,14
9300002,39600002,8
9300002,44000002,10
9300002,58700002,12
9300002,56400004,16
9300002,44000001,12
9300002,58700001,12
30600001,51100002,4
30600001,51100001,4
30600001,36800002,7
30600001,36800001,7
30600001,9500003,10
30600001,35100004,1
30600001,35100002,3
30600001,35100001,4
30600001,25000002,9
30600001,25000001,9
30600001,56500001,13
30600001,56500002,13
30600001,58800001,10
30600001,9300099,4
30600001,30600003,1
30600001,30600004,2
30600001,30600002,1
30600001,56200001,18
30600001,56600002,16
30600001,56600001,16
30600001,58900001,10
30600001,15200005,9
30600001,15200004,11
30600001,9300010,3
30600001,9300009,3
30600001,15200002,11
30600001,9300008,4
30600001,9300007,3
30600001,9300002,3
30600001,9300001,3
30600001,58400002,15
30600001,56300002,15
30600001,58400001,15
30600001,56300001,16
30600001,42200004,8
30600001,42200002,9
30600001,59000001,6
30600001,30400001,10
30600001,41100002,5
30600001,41100001,5
30600001,14400002,5
30600001,14400001,6
30600001,56400001,11
30600001,39600001,6
30600001,56400002,12
30600001,39600002,7
30600001,58700002,14
30600001,56400004,14
30600001,58700001,14
30600002,58900001,10
30600002,15200005,9
30600002,15200004,11
30600002,9300010,2
30600002,9300009,2
30600002,51100002,4
30600002,9300008,3
30600002,51100001,4
30600002,9300007,2
30600002,9300002,2
30600002,9300001,2
30600002,36800002,8
30600002,36800001,7
30600002,9500003,11
30600002,35100004,1
30600002,35100002,3
30600002,35100001,4
30600002,58400002,16
30600002,56300002,16
30600002,58400001,16
30600002,56300001,16
30600002,25000002,9
30600002,25000001,9
30600002,56500001,14
30600002,56500002,14
30600002,42200004,8
30600002,58800001,10
30600002,42200002,9
30600002,59000001,6
30600002,9300099,3
30600002,30400001,11
30600002,30600003,1
30600002,30600004,2
30600002,30600001,1
30600002,41100002,5
30600002,41100001,5
30600002,56200001,18
30600002,14400002,5
30600002,14400001,7
30600002,56400001,12
30600002,39600001,6
30600002,56400002,12
30600002,39600002,7
30600002,44000002,13
30600002,56600002,16
30600002,58700002,14
30600002,56400004,14
30600002,58700001,14
51100001,300005,10
51100001,300001,9
51100001,300002,8
51100001,300003,9
51100001,51100002,1
51100001,21700002,11
51100001,47300002,9
51100001,36800002,11
51100001,9500001,11
51100001,47300001,10
51100001,9500002,8
51100001,36800001,10
51100001,9500003,10
51100001,9500004,11
51100001,35100004,5
51100001,35100002,5
51100001,35100001,6
51100001,25000002,5
51100001,25000001,5
51100001,56500001,15
51100001,56500002,15
51100001,58800001,13
51100001,30200002,13
51100001,9300099,8
51100001,30600003,5
51100001,30600004,5
51100001,30600001,5
51100001,30600002,5
51100001,58900001,12
51100001,15200005,5
51100001,15200004,7
51100001,9300010,8
51100001,9300009,7
51100001,15200003,7
51100001,15200002,7
51100001,15200001,8
51100001,9300008,8
51100001,9300007,7
51100001,9300002,8
51100001,9300001,8
51100001,33200003,10
51100001,26900004,11
51100001,8000001,9
51100001,26900002,11
51100001,8000002,9
51100001,56300001,18
51100001,33200007,10
51100001,42200004,4
51100001,42200002,5
51100001,42200001,7
51100001,59000001,10
51100001,40300002,13
51100001,30400001,7
51100001,41100002,1
51100001,41100001,1
51100001,14400002,5
51100001,14400001,5
51100001,56400001,13
51100001,39600001,5
51100001,56400002,14
51100001,39600002,6
51100001,56400004,16
51100002,300005,10
51100002,300001,9
51100002,300002,9
51100002,300003,10
51100002,21700002,11
51100002,51100001,1
51100002,47300002,10
51100002,36800002,11
51100002,9500001,11
51100002,47300001,10
51100002,9500002,9
51100002,36800001,10
51100002,9500003,10
51100002,9500004,12
51100002,35100004,4
51100002,35100002,5
51100002,35100001,6
51100002,25000002,5
51100002,25000001,6
51100002,56500001,15
51100002,56500002,15
51100002,58800001,13
51100002,9300099,8
51100002,30600003,4
51100002,30600004,4
51100002,30600001,4
51100002,30600002,5
51100002,44000002,12
51100002,58900001,12
51100002,15200005,6
51100002,15200004,7
51100002,9300010,7
51100002,9300009,7
51100002,15200003,8
51100002,15200002,7
51100002,15200001,9
51100002,9300008,8
51100002,9300007,7
51100002,9300002,7
51100002,9300001,7
51100002,33200003,10
51100002,8000001,9
51100002,56300002,17
51100002,26900002,11
51100002,8000002,9
51100002,56300001,18
51100002,33200007,11
51100002,42200004,4
51100002,42200002,5
51100002,42200001,7
51100002,59000001,9
51100002,30400001,8
51100002,41100002,1
51100002,41100001,1
51100002,14400002,4
51100002,14400001,6
51100002,56400001,13
51100002,39600001,5
51100002,56400002,14
51100002,39600002,6
51100002,56400004,16
42200001,300005,5
42200001,300001,4
42200001,44400002,14
42200001,40200002,14
42200001,300002,3
42200001,40200001,12
42200001,300003,5
42200001,51100002,8
42200001,21700002,6
42200001,51100001,8
42200001,47300002,5
42200001,9500001,11
42200001,47300001,5
42200001,9500002,11
42200001,9500003,12
42200001,9500004,13
42200001,35100001,13
42200001,25000002,7
42200001,25000001,7
42200001,33600001,11
42200001,33600002,10
42200001,30200001,10
42200001,30200002,9
42200001,30600003,13
42200001,30600004,12
42200001,14200001,10
42200001,14200002,10
42200001,500006,15
42200001,15200005,7
42200001,15200004,7
42200001,15200003,4
42200001,15200002,4
42200001,17300001,12
42200001,15200001,5
42200001,13900001,10
42200001,13900002,11
42200001,33200003,11
42200001,26900004,6
42200001,8000001,4
42200001,26900002,6
42200001,8000002,5
42200001,33200007,10
42200001,33200005,11
42200001,33200006,10
42200001,42200004,5
42200001,42200002,2
42200001,40300001,8
42200001,40300002,8
42200001,30400001,7
42200001,3300003,12
42200001,3300001,11
42200001,41100002,8
42200001,41100001,8
42200001,18600004,11
42200001,18600003,10
42200001,18600002,10
42200001,14400002,12
42200001,22800002,14
42200001,18600001,9
42200001,14400001,12
42200001,22800001,14
42200001,39600001,12
42200001,39600002,13
42200001,25100001,12
42200001,25100002,11
42200001,20900002,8
42200002,300005,5
42200002,300001,4
42200002,40200002,14
42200002,300002,4
42200002,40200001,12
42200002,300003,5
42200002,51100002,6
42200002,21700002,6
42200002,51100001,6
42200002,47300002,7
42200002,9500001,11
42200002,47300001,8
42200002,9500002,10
42200002,9500003,12
42200002,35100004,10
42200002,35100002,11
42200002,35100001,11
42200002,25000002,7
42200002,25000001,7
42200002,33600001,13
42200002,33600002,13
